formula,activity,syngony,length,length_unit,width,width_unit,depth,depth_unit,surface,km_value,km_unit,vmax_value,vmax_unit,target_source,reaction_type,c_min,c_min_unit,c_max,c_max_unit,c_const,c_const_unit,ccat_value,ccat_unit,ph,temperature,doi,pdf,access,title,journal,year,visual
RuO2,peroxidase,,2,nm,2,nm,2,nm,,0.87,mM,65.1,μMs/min,text,GSH + H2O2,1,mM,5,mM,0.5,mM,20,μg/mL,,25,10.1021/acsami.0c07886,ACSAMI.0C07886,0,An Ultrasmall RuO<sub>2</sub> Nanozyme Exhibiting Multienzyme-like Activity for the Prevention of Acute Kidney Injury,ACS Applied Materials &amp; Interfaces,2020,1
RuO2,peroxidase,,2,nm,2,nm,2,nm,,17.2,μM,47,μMs/min,text,H2O2 + GSH,0.1,mM,0.5,mM,2,mM,20,μg/mL,,25,10.1021/acsami.0c07886,ACSAMI.0C07886,0,An Ultrasmall RuO<sub>2</sub> Nanozyme Exhibiting Multienzyme-like Activity for the Prevention of Acute Kidney Injury,ACS Applied Materials &amp; Interfaces,2020,1
Ir,peroxidase,cubic,90,nm,90,nm,90,nm,,131.7368,μM,38.95,μMs-1,text,TMB + H2O2,0,mM,0.8,mM,,,2,μg Ir/mL,3,40,10.1021/acsami.0c10981,ACSAMI.0C10981,0,Intrinsic Peroxidase-Mimicking Ir Nanoplates for Nanozymatic Anticancer and Antibacterial Treatment,ACS Applied Materials &amp; Interfaces,2020,1
Ir,peroxidase,cubic,90,nm,90,nm,90,nm,,0.3193,M,67.94,μMs-1,text,H2O2 + TMB,0,mM,2000,mM,,,2,μg Ir/mL,3,40,10.1021/acsami.0c10981,ACSAMI.0C10981,0,Intrinsic Peroxidase-Mimicking Ir Nanoplates for Nanozymatic Anticancer and Antibacterial Treatment,ACS Applied Materials &amp; Interfaces,2020,1
FeS2,peroxidase,,70,nm,70,nm,70,nm,,4.88,mM,69.9,10-8 Ms-1,text,TMB + H2O2,0,mM,1.4,mM,5,mM,25,μg/mL,4,25,10.1021/acsami.0c12593,ACSAMI.0C12593,0,Fabrication of FeS<sub>2</sub>/SiO<sub>2</sub> Double Mesoporous Hollow Spheres as an Artificial Peroxidase and Rapid Determination of H<sub>2</sub>O<sub>2</sub> and Glutathione,ACS Applied Materials &amp; Interfaces,2020,1
FeS2,peroxidase,,70,nm,70,nm,70,nm,,0.227,mM,39.2,10-8 Ms-1,text,H2O2 + TMB,0,mM,0.12,mM,15,mM,25,μg/mL,4,25,10.1021/acsami.0c12593,ACSAMI.0C12593,0,Fabrication of FeS<sub>2</sub>/SiO<sub>2</sub> Double Mesoporous Hollow Spheres as an Artificial Peroxidase and Rapid Determination of H<sub>2</sub>O<sub>2</sub> and Glutathione,ACS Applied Materials &amp; Interfaces,2020,1
FeS2/SiO2,peroxidase,,1000-1500,nm,500-850,nm,500-850,nm,,0.948,mM,31,10-8 Ms-1,text,TMB + H2O2,0,mM,1.4,mM,5,mM,25,μg/mL,4,25,10.1021/acsami.0c12593,ACSAMI.0C12593,0,Fabrication of FeS<sub>2</sub>/SiO<sub>2</sub> Double Mesoporous Hollow Spheres as an Artificial Peroxidase and Rapid Determination of H<sub>2</sub>O<sub>2</sub> and Glutathione,ACS Applied Materials &amp; Interfaces,2020,1
FeS2/SiO2,peroxidase,,1000-1501,nm,500-850,nm,500-850,nm,,0.0126,mM,18.1,10-8 Ms-1,text,H2O2 + TMB,0,mM,0.12,mM,15,mM,25,μg/mL,4,25,10.1021/acsami.0c12593,ACSAMI.0C12593,0,Fabrication of FeS<sub>2</sub>/SiO<sub>2</sub> Double Mesoporous Hollow Spheres as an Artificial Peroxidase and Rapid Determination of H<sub>2</sub>O<sub>2</sub> and Glutathione,ACS Applied Materials &amp; Interfaces,2020,1
Ce,peroxidase,cubic,3-3,nm,3-4,nm,3-5,nm,citric acid,308,mM,,,text,TMB + H2O2,0,mM,0.8,mM,,,200,μg/mL,7.4,,10.1021/acsami.0c17579,ACSAMI.0C17579,0,Ceria Nanozymes with Preferential Renal Uptake for Acute Kidney Injury Alleviation,ACS Applied Materials &amp; Interfaces,2020,0
Ce,peroxidase,cubic,3-4,nm,3-5,nm,3-6,nm,citric acid,0.02,mM,,,text,H2O2 + TMB,0,mM,200,mM,,,200,μg/mL,7.4,,10.1021/acsami.0c17579,ACSAMI.0C17579,0,Ceria Nanozymes with Preferential Renal Uptake for Acute Kidney Injury Alleviation,ACS Applied Materials &amp; Interfaces,2020,0
AuPt,peroxidase,,2.5,nm,2.5,nm,2.5,nm,,0.57,mM,,,text,TMB + H2O2,0.05,mM,0.25,mM,1,mM,20,μg mL−1,5.5,,10.1021/acsami.1c10600,ACSAMI.1C10600,0,Goldâ€“Platinum Nanodots with High-Peroxidase-like Activity and Photothermal Conversion Efficiency for Antibacterial Therapy,ACS Applied Materials &amp; Interfaces,2021,0
AuPt,peroxidase,,2.5,nm,2.5,nm,2.5,nm,,1.09,mM,4.27,10-8 Ms-1,si,H2O2 + TMB,0.2,mM,1,mM,0.25,mM,20,μg mL−1,5.5,,10.1021/acsami.1c10600,ACSAMI.1C10600,0,Goldâ€“Platinum Nanodots with High-Peroxidase-like Activity and Photothermal Conversion Efficiency for Antibacterial Therapy,ACS Applied Materials &amp; Interfaces,2021,0
Vanadium oxide,catalase,,10,nm,10,nm,10,nm,polyvinylpyrrolidone,172.41,mM,0.94,mg L-1 min-1,text,H2O2,50,mM,600,mM,,,100,μg/mL,7.4,,10.1021/acsami.2c20878,ACSAMI.2C20878,0,Vanadium Oxide Nanozymes with Multiple Enzyme-Mimic Activities for Tumor Catalytic Therapy,ACS Applied Materials &amp; Interfaces,2023,0
Vanadium oxide,catalase,,10,nm,10,nm,10,nm,polyvinylpyrrolidone,270.27,mM,0.71,mg L-1 min-1,text,H2O2,50,mM,600,mM,,,100,μg/mL,7.4,,10.1021/acsami.2c20878,ACSAMI.2C20878,0,Vanadium Oxide Nanozymes with Multiple Enzyme-Mimic Activities for Tumor Catalytic Therapy,ACS Applied Materials &amp; Interfaces,2023,0
Vanadium oxide,catalase,,10,nm,10,nm,10,nm,polyvinylpyrrolidone,555.56,mM,0.59,mg L-1 min-1,text,H2O2,50,mM,600,mM,,,100,μg/mL,7.4,,10.1021/acsami.2c20878,ACSAMI.2C20878,0,Vanadium Oxide Nanozymes with Multiple Enzyme-Mimic Activities for Tumor Catalytic Therapy,ACS Applied Materials &amp; Interfaces,2023,0
Vanadium oxide,catalase,,55,nm,55,nm,10,nm,polyvinylpyrrolidone,185.18,mM,0.39,mg L-1 min-1,text,H2O2,50,mM,600,mM,,,100,μg/mL,7.4,,10.1021/acsami.2c20878,ACSAMI.2C20878,0,Vanadium Oxide Nanozymes with Multiple Enzyme-Mimic Activities for Tumor Catalytic Therapy,ACS Applied Materials &amp; Interfaces,2023,0
Vanadium oxide,catalase,,10,nm,10,nm,10,nm,polyvinylpyrrolidone,156.25,mM,0.74,mg L-1 min-1,text,H2O2,50,mM,600,mM,,,100,μg/mL,6,,10.1021/acsami.2c20878,ACSAMI.2C20878,0,Vanadium Oxide Nanozymes with Multiple Enzyme-Mimic Activities for Tumor Catalytic Therapy,ACS Applied Materials &amp; Interfaces,2023,0
Vanadium oxide,catalase,,10,nm,10,nm,10,nm,polyvinylpyrrolidone,186.22,mM,0.59,mg L-1 min-1,text,H2O2,50,mM,600,mM,,,100,μg/mL,6,,10.1021/acsami.2c20878,ACSAMI.2C20878,0,Vanadium Oxide Nanozymes with Multiple Enzyme-Mimic Activities for Tumor Catalytic Therapy,ACS Applied Materials &amp; Interfaces,2023,0
Vanadium oxide,peroxidase,,10,nm,10,nm,10,nm,polyvinylpyrrolidone,36.32,mM,0.0000000222,M s-1,text,H2O2 + TMB,10,mM,150,mM,,,100,μg/mL,7.4,,10.1021/acsami.2c20878,ACSAMI.2C20878,0,Vanadium Oxide Nanozymes with Multiple Enzyme-Mimic Activities for Tumor Catalytic Therapy,ACS Applied Materials &amp; Interfaces,2023,0
Vanadium oxide,peroxidase,,55,nm,55,nm,10,nm,polyvinylpyrrolidone,40.48,mM,0.0000000184,M s-1,text,H2O2 + TMB,10,mM,150,mM,,,100,μg/mL,7.4,,10.1021/acsami.2c20878,ACSAMI.2C20878,0,Vanadium Oxide Nanozymes with Multiple Enzyme-Mimic Activities for Tumor Catalytic Therapy,ACS Applied Materials &amp; Interfaces,2023,0
Vanadium oxide,peroxidase,,10,nm,10,nm,10,nm,polyvinylpyrrolidone,3.9,mM,0.0000001182,M s-1,text,H2O2 + TMB,2,mM,50,mM,,,100,μg/mL,6,,10.1021/acsami.2c20878,ACSAMI.2C20878,0,Vanadium Oxide Nanozymes with Multiple Enzyme-Mimic Activities for Tumor Catalytic Therapy,ACS Applied Materials &amp; Interfaces,2023,0
Vanadium oxide,peroxidase,,55,nm,55,nm,10,nm,polyvinylpyrrolidone,4.38,mM,0.0000000664,M s-1,text,H2O2 + TMB,2,mM,50,mM,,,100,μg/mL,6,,10.1021/acsami.2c20878,ACSAMI.2C20878,0,Vanadium Oxide Nanozymes with Multiple Enzyme-Mimic Activities for Tumor Catalytic Therapy,ACS Applied Materials &amp; Interfaces,2023,0
Vanadium oxide,peroxidase,,10,nm,10,nm,10,nm,polyvinylpyrrolidone,39.2,mM,0.0000000136,M s-1,text,H2O2 + TMB,100,mM,500,mM,,,100,μg/mL,6,,10.1021/acsami.2c20878,ACSAMI.2C20878,0,Vanadium Oxide Nanozymes with Multiple Enzyme-Mimic Activities for Tumor Catalytic Therapy,ACS Applied Materials &amp; Interfaces,2023,0
CeO2/TiO2,peroxidase,,,,,,,,,0.097,mM,0.0000000554,M s-1,text,TMB + H2O2,0.005,mM,0.3,mM,1,mM,50,μg/mL,4,25,10.1021/acsami.5b00023,ACSAMI.5B00023,0,Highly Dispersed CeO<sub>2</sub> on TiO<sub>2</sub> Nanotube: A Synergistic Nanocomposite with Superior Peroxidase-Like Activity,ACS Applied Materials &amp; Interfaces,2015,0
CeO2/TiO2,peroxidase,,,,,,,,,0.04,mM,0.0000000227,M s-1,text,H2O2 + TMB,0,mM,1,mM,250,μM,50,μg/mL,4,25,10.1021/acsami.5b00023,ACSAMI.5B00023,0,Highly Dispersed CeO<sub>2</sub> on TiO<sub>2</sub> Nanotube: A Synergistic Nanocomposite with Superior Peroxidase-Like Activity,ACS Applied Materials &amp; Interfaces,2015,0
Ir,peroxidase,,1.5,nm,1.5,nm,1.5,nm,pvp,0.02,mM,0.108,10-3 mM s-1,text,TMB + H2O2,0,mM,0.5,mM,50,mM,625,ng mL−1,4.5,,10.1021/acsami.5b01271,ACSAMI.5B01271,0,Dual-Enzyme Characteristics of Polyvinylpyrrolidone-Capped Iridium Nanoparticles and Their Cellular Protective Effect against H<sub>2</sub>O<sub>2</sub>-Induced Oxidative Damage,ACS Applied Materials &amp; Interfaces,2015,1
Ir,peroxidase,,1.5,nm,1.5,nm,1.5,nm,pvp,266,mM,0.385,10-3 mM s-1,text,TMB + H2O2,0,mM,1000,mM,500,μM,625,ng mL−1,4.5,,10.1021/acsami.5b01271,ACSAMI.5B01271,0,Dual-Enzyme Characteristics of Polyvinylpyrrolidone-Capped Iridium Nanoparticles and Their Cellular Protective Effect against H<sub>2</sub>O<sub>2</sub>-Induced Oxidative Damage,ACS Applied Materials &amp; Interfaces,2015,1
Ir,catalase,,1.5,nm,1.5,nm,1.5,nm,pvp,297,mM,540,10-3 mM s-1,text,H2O2,0,mM,100,mM,,,625,μg mL−1,7,37,10.1021/acsami.5b01271,ACSAMI.5B01271,0,Dual-Enzyme Characteristics of Polyvinylpyrrolidone-Capped Iridium Nanoparticles and Their Cellular Protective Effect against H<sub>2</sub>O<sub>2</sub>-Induced Oxidative Damage,ACS Applied Materials &amp; Interfaces,2015,1
Pt,oxidase,,5,nm,5,nm,5,nm,,54.37,μM,5.79,μM s-1,figure 3,quercetin,,,,,,,20,μg/mL,7,,10.1021/acsami.5b05180,ACSAMI.5B05180,0,Platinum Nanoparticles: Efficient and Stable Catechol Oxidase Mimetics,ACS Applied Materials &amp; Interfaces,2015,0
Pt,oxidase,,70,nm,70,nm,70,nm,,26.23,μM,0.54,μM s-1,figure 4,quercetin,,,,,,,20,μg/mL,7,,10.1021/acsami.5b05180,ACSAMI.5B05180,0,Platinum Nanoparticles: Efficient and Stable Catechol Oxidase Mimetics,ACS Applied Materials &amp; Interfaces,2015,0
Cu0.89Zn0.11O,peroxidase,,5-10,nm,5-10,nm,5-10,nm,,0.01,M,2.877,10-8 Ms-1,text,TMB + H2O2,0,mM,10,mM,0.2,M,100,μg mL−1,4.65,25,10.1021/acsami.6b05354,ACSAMI.6B05354,0,"Cu<sub>0.89</sub>Zn<sub>0.11</sub>O, A New Peroxidase-Mimicking Nanozyme with High Sensitivity for Glucose and Antioxidant Detection",ACS Applied Materials &amp; Interfaces,2016,1
Cu0.89Zn0.11O,peroxidase,,5-10,nm,5-10,nm,5-10,nm,,0.071,M,0.3,10-8 Ms-1,text,H2O2 + TMB,10,mM,100,mM,10,mM,100,μg mL−1,4.65,25,10.1021/acsami.6b05354,ACSAMI.6B05354,0,"Cu<sub>0.89</sub>Zn<sub>0.11</sub>O, A New Peroxidase-Mimicking Nanozyme with High Sensitivity for Glucose and Antioxidant Detection",ACS Applied Materials &amp; Interfaces,2016,1
CuO,peroxidase,monoclinic,,,,,,,,0.025,M,10.49,10-8 Ms-1,text,TMB + H2O2,0,mM,10,mM,0.2,M,100,μg mL−1,4.65,37,10.1021/acsami.6b05354,ACSAMI.6B05354,0,"Cu<sub>0.89</sub>Zn<sub>0.11</sub>O, A New Peroxidase-Mimicking Nanozyme with High Sensitivity for Glucose and Antioxidant Detection",ACS Applied Materials &amp; Interfaces,2016,1
CuO,peroxidase,monoclinic,,,,,,,,0.4,M,16.1,10-8 Ms-1,text,H2O2 + TMB,10,mM,100,mM,10,mM,100,μg mL−1,4.65,37,10.1021/acsami.6b05354,ACSAMI.6B05354,0,"Cu<sub>0.89</sub>Zn<sub>0.11</sub>O, A New Peroxidase-Mimicking Nanozyme with High Sensitivity for Glucose and Antioxidant Detection",ACS Applied Materials &amp; Interfaces,2016,1
Pt,peroxidase,,3,nm,3,nm,3,nm,,0.096,mM,14.14,10-8 M s-1,text,TMB + H2O2,0,mM,0.6,mM,10,mM,,,5,30,10.1021/acsami.7b01616,ACSAMI.7B01616,0,Ultrasmall Pt Nanoclusters as Robust Peroxidase Mimics for Colorimetric Detection of Glucose in Human Serum,ACS Applied Materials &amp; Interfaces,2017,1
Pt,peroxidase,,3,nm,3,nm,3,nm,,3.07,mM,18.17,10-8 M s-1,text,H2O2 + TMB,0,mM,20,mM,500,μM,,,5,30,10.1021/acsami.7b01616,ACSAMI.7B01616,0,Ultrasmall Pt Nanoclusters as Robust Peroxidase Mimics for Colorimetric Detection of Glucose in Human Serum,ACS Applied Materials &amp; Interfaces,2017,1
CeO2,oxidase,cubic,22,nm,22,nm,22,nm,,2.01,mM,,,text,TMB,1,mM,3,mM,,,,,4,,10.1021/acsami.7b05036,ACSAMI.7B05036,0,Improved Oxidase Mimetic Activity by Praseodymium Incorporation into Ceria Nanocubes,ACS Applied Materials &amp; Interfaces,2017,0
5%Pr-CeO2,oxidase,cubic,31,nm,31,nm,31,nm,,0.79,mM,,,text,TMB,1,mM,3,mM,,,,,4,,10.1021/acsami.7b05036,ACSAMI.7B05036,0,Improved Oxidase Mimetic Activity by Praseodymium Incorporation into Ceria Nanocubes,ACS Applied Materials &amp; Interfaces,2017,0
10%Pr-CeO2,oxidase,cubic,27,nm,27,nm,27,nm,,0.27,mM,,,text,TMB,1,mM,3,mM,,,,,4,,10.1021/acsami.7b05036,ACSAMI.7B05036,0,Improved Oxidase Mimetic Activity by Praseodymium Incorporation into Ceria Nanocubes,ACS Applied Materials &amp; Interfaces,2017,0
15%Pr-CeO2,oxidase,cubic,27,nm,27,nm,27,nm,,0.23,mM,,,text,TMB,1,mM,3,mM,,,,,4,,10.1021/acsami.7b05036,ACSAMI.7B05036,0,Improved Oxidase Mimetic Activity by Praseodymium Incorporation into Ceria Nanocubes,ACS Applied Materials &amp; Interfaces,2017,0
20%Pr-CeO2,oxidase,cubic,,,,,,,,0.15,mM,,,text,TMB,1,mM,3,mM,,,,,4,,10.1021/acsami.7b05036,ACSAMI.7B05036,0,Improved Oxidase Mimetic Activity by Praseodymium Incorporation into Ceria Nanocubes,ACS Applied Materials &amp; Interfaces,2017,0
Co4N,peroxidase,cubic,,,,,,,,0.243,mM,,,text,TMB + H2O2,0,mM,1.6,mM,30,mM,15,μg mL−1,4,25,10.1021/acsami.7b09861,ACSAMI.7B09861,0,Co<sub>4</sub>N Nanowires: Noble-Metal-Free Peroxidase Mimetic with Excellent Salt- and Temperature-Resistant Abilities,ACS Applied Materials &amp; Interfaces,2017,1
Co4N,peroxidase,cubic,,,,,,,,2.95,mM,,,text,H2O2 + TMB,0,mM,80,mM,0.8,mM,15,μg mL−1,4,25,10.1021/acsami.7b09861,ACSAMI.7B09861,0,Co<sub>4</sub>N Nanowires: Noble-Metal-Free Peroxidase Mimetic with Excellent Salt- and Temperature-Resistant Abilities,ACS Applied Materials &amp; Interfaces,2017,1
Fe2O3,peroxidase,,39,nm,39,nm,39,nm,,0.153,mM,0.0000000294,Ms-1,text,TMB + H2O2,0.01,mM,1,mM,700,mM,5,μg,3.5,,10.1021/acsami.7b13835,ACSAMI.7B13835,0,Mesoporous Iron Oxide Synthesized Using Poly(styrene-<i>b</i>-acrylic acid-<i>b</i>-ethylene glycol) Block Copolymer Micelles as Templates for Colorimetric and Electrochemical Detection of Glucose,ACS Applied Materials &amp; Interfaces,2017,0
Fe2O3,peroxidase,,39,nm,39,nm,39,nm,,86.425,mM,0.0000000305,Ms-1,text,H2O2 + TMB,10,mM,1000,mM,800,μM,5,μg,3.5,,10.1021/acsami.7b13835,ACSAMI.7B13835,0,Mesoporous Iron Oxide Synthesized Using Poly(styrene-<i>b</i>-acrylic acid-<i>b</i>-ethylene glycol) Block Copolymer Micelles as Templates for Colorimetric and Electrochemical Detection of Glucose,ACS Applied Materials &amp; Interfaces,2017,0
Fe2O3,peroxidase,,,,,,,,,0.214,mM,0.0000000274,Ms-1,text,TMB + H2O2,0.01,mM,1,mM,700,mM,5,μg,3.5,,10.1021/acsami.7b13835,ACSAMI.7B13835,0,Mesoporous Iron Oxide Synthesized Using Poly(styrene-<i>b</i>-acrylic acid-<i>b</i>-ethylene glycol) Block Copolymer Micelles as Templates for Colorimetric and Electrochemical Detection of Glucose,ACS Applied Materials &amp; Interfaces,2017,0
Fe2O3,peroxidase,,,,,,,,,125.904,mM,0.0000000289,Ms-1,text,H2O2 + TMB,10,mM,1000,mM,800,μM,5,μg,3.5,,10.1021/acsami.7b13835,ACSAMI.7B13835,0,Mesoporous Iron Oxide Synthesized Using Poly(styrene-<i>b</i>-acrylic acid-<i>b</i>-ethylene glycol) Block Copolymer Micelles as Templates for Colorimetric and Electrochemical Detection of Glucose,ACS Applied Materials &amp; Interfaces,2017,0
Fe2O3,peroxidase,,,,,,,,,0.236,mM,0.0000000265,Ms-1,text,TMB + H2O2,0.01,mM,1,mM,700,mM,5,μg,3.5,,10.1021/acsami.7b13835,ACSAMI.7B13835,0,Mesoporous Iron Oxide Synthesized Using Poly(styrene-<i>b</i>-acrylic acid-<i>b</i>-ethylene glycol) Block Copolymer Micelles as Templates for Colorimetric and Electrochemical Detection of Glucose,ACS Applied Materials &amp; Interfaces,2017,0
Fe2O3,peroxidase,,,,,,,,,132.9175,mM,0.0000000289,Ms-1,text,H2O2 + TMB,10,mM,1000,mM,800,μM,5,μg,3.5,,10.1021/acsami.7b13835,ACSAMI.7B13835,0,Mesoporous Iron Oxide Synthesized Using Poly(styrene-<i>b</i>-acrylic acid-<i>b</i>-ethylene glycol) Block Copolymer Micelles as Templates for Colorimetric and Electrochemical Detection of Glucose,ACS Applied Materials &amp; Interfaces,2017,0
Au@C,peroxidase,cubic,180,nm,180,nm,180,nm,,0.0323,mM,8.63,10-8 M/s,si,TMB + H2O2,0,mM,0.9,mM,0.2646,M,50,μg/mL,4.5,25,10.1021/acsami.7b17916,ACSAMI.7B17916,0,Tumor Catalyticâ€“Photothermal Therapy with Yolkâ€“Shell Gold@Carbon Nanozymes,ACS Applied Materials &amp; Interfaces,2018,1
Au@C,peroxidase,cubic,180,nm,180,nm,180,nm,,210,mM,33,10-8 M/s,si,H2O2 + TMB,0,mM,1500,mM,0.146,mM,50,μg/mL,4.5,25,10.1021/acsami.7b17916,ACSAMI.7B17916,0,Tumor Catalyticâ€“Photothermal Therapy with Yolkâ€“Shell Gold@Carbon Nanozymes,ACS Applied Materials &amp; Interfaces,2018,1
Au@C,oxidase,cubic,180,nm,180,nm,180,nm,,0.17,mM,0.0000000492,M/s,text,TMB,0,mM,0.9,mM,,,50,μg/mL,4.5,25,10.1021/acsami.7b17916,ACSAMI.7B17916,0,Tumor Catalyticâ€“Photothermal Therapy with Yolkâ€“Shell Gold@Carbon Nanozymes,ACS Applied Materials &amp; Interfaces,2018,1
Pd@GO,oxidase,,200,nm,200,nm,3,nm,,0.093,mM,0.0000000179,Ms-1,figure 0,TMB,0,mM,0.7,mM,,,0.313,mg/mL,4.4,45,10.1021/acsami.9b16279,ACSAMI.9B16279,0,Engineering Two-Dimensional Pd Nanoplates with Exposed Highly Active {100} Facets Toward Colorimetric Acid Phosphatase Detection,ACS Applied Materials &amp; Interfaces,2019,1
Pd@GO,oxidase,,200,nm,200,nm,3,nm,,0.117,mM,0.0000000054,Ms-1,figure 1,TMB,0,mM,0.7,mM,,,0.313,mg/mL,4.4,45,10.1021/acsami.9b16279,ACSAMI.9B16279,0,Engineering Two-Dimensional Pd Nanoplates with Exposed Highly Active {100} Facets Toward Colorimetric Acid Phosphatase Detection,ACS Applied Materials &amp; Interfaces,2019,1
Pd,oxidase,,200,nm,200,nm,3,nm,,0.101,mM,0.0000000116,Ms-1,figure 2,TMB,0,mM,0.7,mM,,,0.313,mg/mL,4.4,45,10.1021/acsami.9b16279,ACSAMI.9B16279,0,Engineering Two-Dimensional Pd Nanoplates with Exposed Highly Active {100} Facets Toward Colorimetric Acid Phosphatase Detection,ACS Applied Materials &amp; Interfaces,2019,1
Fe2O3,peroxidase,,250,nm,250,nm,250,nm,Dopamine,0.0992,mM,0.00000000156,Ms-1,text,TMB + H2O2,0.1,mM,1,mM,700,mM,15,μg μL−1,3.6,,10.1021/acsanm.0c02807,ACSANM.0C02807,0,Isolation and Detection of Exosomes Using Fe<sub>2</sub>O<sub>3</sub> Nanoparticles,ACS Applied Nano Materials,2021,0
Fe2O3,peroxidase,,250,nm,250,nm,250,nm,Dopamine,114,mM,0.00000000197,Ms-1,text,H2O2 + TMB,100,mM,1000,mM,900,μM,15,μg μL−1,3.6,,10.1021/acsanm.0c02807,ACSANM.0C02807,0,Isolation and Detection of Exosomes Using Fe<sub>2</sub>O<sub>3</sub> Nanoparticles,ACS Applied Nano Materials,2021,#ERROR!
RhPt,peroxidase,,3.5,nm,3.5,nm,3.5,nm,citric acid,0.129,mM,68.15,10-8 M s-1,text,TMB + H2O2,0.05,mM,0.25,mM,5,mM,0.75,μg/mL,4.5,,10.1021/acsanm.1c01457,ACSANM.1C01457,0,Citric Acid-Functionalized Rhodiumâ€“Platinum Nanoparticles as Peroxidase Mimics for Determination of Cholesterol,ACS Applied Nano Materials,2021,1
RhPt,peroxidase,,3.5,nm,3.5,nm,3.5,nm,citric acid,6.18,mM,92.7,10-8 M s-1,text,H2O2 + TMB,0,mM,16,mM,0.25,mM,0.75,μg/mL,4.5,,10.1021/acsanm.1c01457,ACSANM.1C01457,0,Citric Acid-Functionalized Rhodiumâ€“Platinum Nanoparticles as Peroxidase Mimics for Determination of Cholesterol,ACS Applied Nano Materials,2021,1
MnO2/GQD,oxidase,,,,,,,,,0.11,mM,24.4,10-8 M s-1,text,TMB,,,,,,,20,μg mL−1,4,,10.1021/acsanm.2c03340,ACSANM.2C03340,0,Colorimetric Detection of Antioxidants in Food Samples Using MnO<sub>2</sub>/Graphene Quantum Dot Composites with Oxidase-like Activity,ACS Applied Nano Materials,2022,0
Pd-Ir,peroxidase,cubic,,,,,,,polyvinylpyrrolidone,0.22,mM,0.000000071,M s-1,si,TMB + H2O2,0,mM,1.8,mM,65.2,mM,10,mg/L,4,,10.1021/acsanm.2c05400,ACSANM.2C05400,0,Palladium/Rhodium/Iridium Trimetallic Octahedral Nanozymes Exhibiting Enhanced Peroxidase-like Activity for Detecting Total Antioxidant Capacity in Food,ACS Applied Nano Materials,2023,1
Pd-Ir,peroxidase,cubic,,,,,,,polyvinylpyrrolidone,11.41,mM,0.00000011,M s-1,si,H2O2 + TMB,0,mM,35,mM,5,mg/mL-1,10,mg/L,4,,10.1021/acsanm.2c05400,ACSANM.2C05400,0,Palladium/Rhodium/Iridium Trimetallic Octahedral Nanozymes Exhibiting Enhanced Peroxidase-like Activity for Detecting Total Antioxidant Capacity in Food,ACS Applied Nano Materials,2023,1
Pd−Rh−Ir,peroxidase,cubic,38.7,nm,38.7,nm,38.7,nm,polyvinylpyrrolidone,0.14,mM,0.000000083,M s-1,si,TMB + H2O2,0,mM,1.8,mM,65.2,mM,10,mg/L,4,,10.1021/acsanm.2c05400,ACSANM.2C05400,0,Palladium/Rhodium/Iridium Trimetallic Octahedral Nanozymes Exhibiting Enhanced Peroxidase-like Activity for Detecting Total Antioxidant Capacity in Food,ACS Applied Nano Materials,2023,1
Pd−Rh−Ir,peroxidase,cubic,38.7,nm,38.7,nm,38.7,nm,polyvinylpyrrolidone,7.23,mM,0.00000014,M s-1,si,H2O2 + TMB,0,mM,35,mM,5,mg/mL-1,10,mg/L,4,,10.1021/acsanm.2c05400,ACSANM.2C05400,0,Palladium/Rhodium/Iridium Trimetallic Octahedral Nanozymes Exhibiting Enhanced Peroxidase-like Activity for Detecting Total Antioxidant Capacity in Food,ACS Applied Nano Materials,2023,1
Ce2(CO3)2O,oxidase,,200,nm,200,nm,200,nm,,2.33,mM,0.00000115,mM s-1,text,TMB,0,mM,15,mM,,,1,mg/mL,4,25,10.1021/acsanm.3c01652,ACSANM.3C01652,0,"Biocompatible Cerium Carbonate-Based Nanozymes for Oxidase Activity, Sensing, Computed Tomography Contrast, and Delivery of Small Molecules",ACS Applied Nano Materials,2023,1
CuO,peroxidase,monoclinic,2200,nm,70.1,nm,70.1,nm,,0.06,mM,4.1,10-8 Ms-1,text,ABTS + H2O2,0.01,mM,0.3,mM,100,mM,25,ppm,4,37,10.1021/acsanm.8b00153,ACSANM.8B00153,0,Visible-Light-Triggered Reactive-Oxygen-Species-Mediated Antibacterial Activity of Peroxidase-Mimic CuO Nanorods,ACS Applied Nano Materials,2018,1
CuO,peroxidase,monoclinic,2200,nm,70.1,nm,70.1,nm,,14.8,mM,0.6,10-8 Ms-1,text,H2O2 + TMB,1,mM,1000,mM,0.1,mM,25,ppm,4,37,10.1021/acsanm.8b00153,ACSANM.8B00153,0,Visible-Light-Triggered Reactive-Oxygen-Species-Mediated Antibacterial Activity of Peroxidase-Mimic CuO Nanorods,ACS Applied Nano Materials,2018,1
CuO,peroxidase,monoclinic,2200,nm,70.1,nm,70.1,nm,naked,0.04,mM,11.1,10-8 Ms-1,text,ABTS + H2O2,0.01,mM,0.3,mM,100,mM,25,ppm,4,37,10.1021/acsanm.8b00153,ACSANM.8B00153,0,Visible-Light-Triggered Reactive-Oxygen-Species-Mediated Antibacterial Activity of Peroxidase-Mimic CuO Nanorods,ACS Applied Nano Materials,2018,1
